title,published_on,link,iframe
What's The Value Of Your Offer? (How To Price With Confidence),"Published on December 21, 2023 at 10:13 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/df9a2c30-126b-4206-8972-df905fc42cf3,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/df9a2c30-126b-4206-8972-df905fc42cf3/ep/df9a2c30-126b-4206-8972-df905fc42cf3""></script>
<div class=""redcirclePlayer-df9a2c30-126b-4206-8972-df905fc42cf3""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Why Telling In Your Sales Is The #1 Reason Why You Are Not Selling,"Published on December 21, 2023 at 10:12 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/43ba601f-d59c-421b-b6dd-276f0f528489,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/43ba601f-d59c-421b-b6dd-276f0f528489/ep/43ba601f-d59c-421b-b6dd-276f0f528489""></script>
<div class=""redcirclePlayer-43ba601f-d59c-421b-b6dd-276f0f528489""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
"Know, Like & Trust. What It Actually Means For Your Sales.","Published on December 21, 2023 at 10:10 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/abcbf029-2d8e-440d-a1a3-5b78913a381b,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/abcbf029-2d8e-440d-a1a3-5b78913a381b/ep/abcbf029-2d8e-440d-a1a3-5b78913a381b""></script>
<div class=""redcirclePlayer-abcbf029-2d8e-440d-a1a3-5b78913a381b""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Dealbreaker In All Sales,"Published on December 21, 2023 at 10:09 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/2fd851c5-727c-4ba2-b333-80bc7d2ed061,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/2fd851c5-727c-4ba2-b333-80bc7d2ed061/ep/2fd851c5-727c-4ba2-b333-80bc7d2ed061""></script>
<div class=""redcirclePlayer-2fd851c5-727c-4ba2-b333-80bc7d2ed061""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
7 Keys To Recession Proof Your Business,"Published on December 21, 2023 at 10:04 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/5d7b71ee-979c-4bf6-a704-954c0f663b9c,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/5d7b71ee-979c-4bf6-a704-954c0f663b9c/ep/5d7b71ee-979c-4bf6-a704-954c0f663b9c""></script>
<div class=""redcirclePlayer-5d7b71ee-979c-4bf6-a704-954c0f663b9c""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The 3 Types Of Relationship Currencies You Need To Win At Sales,"Published on December 21, 2023 at 10:03 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/d53e017d-5a76-41ac-9104-323553c93782,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/d53e017d-5a76-41ac-9104-323553c93782/ep/d53e017d-5a76-41ac-9104-323553c93782""></script>
<div class=""redcirclePlayer-d53e017d-5a76-41ac-9104-323553c93782""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Sales Lessons From Peloton,"Published on December 21, 2023 at 10:02 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/4c221e70-f851-446e-9f60-74497dae177c,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/4c221e70-f851-446e-9f60-74497dae177c/ep/4c221e70-f851-446e-9f60-74497dae177c""></script>
<div class=""redcirclePlayer-4c221e70-f851-446e-9f60-74497dae177c""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Interview with Ross Johnson. From Broke To Seven Figures In Four Years,"Published on December 21, 2023 at 9:55 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/af77e76e-48d8-44ab-8e18-40f152bdf501,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/af77e76e-48d8-44ab-8e18-40f152bdf501/ep/af77e76e-48d8-44ab-8e18-40f152bdf501""></script>
<div class=""redcirclePlayer-af77e76e-48d8-44ab-8e18-40f152bdf501""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Interview with Ebony Williams: Making More Sales As A Thyroid Health Coach Even Now During Times Of Crisis,"Published on December 21, 2023 at 9:51 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/e3baed76-5ba4-4033-ae0c-86a108b7fe0a,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/e3baed76-5ba4-4033-ae0c-86a108b7fe0a/ep/e3baed76-5ba4-4033-ae0c-86a108b7fe0a""></script>
<div class=""redcirclePlayer-e3baed76-5ba4-4033-ae0c-86a108b7fe0a""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
5 Minutes To Save A $200K Sale,"Published on December 21, 2023 at 9:49 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/083437e8-85dc-4c96-b633-a1b7599e3db6,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/083437e8-85dc-4c96-b633-a1b7599e3db6/ep/083437e8-85dc-4c96-b633-a1b7599e3db6""></script>
<div class=""redcirclePlayer-083437e8-85dc-4c96-b633-a1b7599e3db6""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How To Pivot Your Business Successfully & Attract A New Audience,"Published on December 21, 2023 at 9:43 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/32b233b8-c308-4bc9-80db-d3bd6266fed4,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/32b233b8-c308-4bc9-80db-d3bd6266fed4/ep/32b233b8-c308-4bc9-80db-d3bd6266fed4""></script>
<div class=""redcirclePlayer-32b233b8-c308-4bc9-80db-d3bd6266fed4""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Critical Business Skills You Need In A Bear Market To Build Longevity Into Your Business,"Published on December 21, 2023 at 9:41 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/6f5b6a9c-e439-47c6-a4c8-9b2538c20182,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/6f5b6a9c-e439-47c6-a4c8-9b2538c20182/ep/6f5b6a9c-e439-47c6-a4c8-9b2538c20182""></script>
<div class=""redcirclePlayer-6f5b6a9c-e439-47c6-a4c8-9b2538c20182""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How To Create Fast Cash Infusions For Your Business,"Published on December 21, 2023 at 9:38 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/95cce74b-81fa-4b15-806a-181cf2c6d10c,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/95cce74b-81fa-4b15-806a-181cf2c6d10c/ep/95cce74b-81fa-4b15-806a-181cf2c6d10c""></script>
<div class=""redcirclePlayer-95cce74b-81fa-4b15-806a-181cf2c6d10c""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Key To Closing Deals Faster,"Published on December 21, 2023 at 9:35 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/2b6564c4-0644-4b63-ace1-143c3ed8b5ba,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/2b6564c4-0644-4b63-ace1-143c3ed8b5ba/ep/2b6564c4-0644-4b63-ace1-143c3ed8b5ba""></script>
<div class=""redcirclePlayer-2b6564c4-0644-4b63-ace1-143c3ed8b5ba""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
To Sell or Not To Sell,"Published on December 21, 2023 at 9:32 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/f5db6def-82f3-46ef-bf3a-f40675d98d9d,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/f5db6def-82f3-46ef-bf3a-f40675d98d9d/ep/f5db6def-82f3-46ef-bf3a-f40675d98d9d""></script>
<div class=""redcirclePlayer-f5db6def-82f3-46ef-bf3a-f40675d98d9d""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
"Why Integrity Is An Effective, Non-Sleazy Sales Strategy","Published on December 21, 2023 at 9:30 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/3ee8e26f-2088-4000-bcb2-cd251f80b80f,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/3ee8e26f-2088-4000-bcb2-cd251f80b80f/ep/3ee8e26f-2088-4000-bcb2-cd251f80b80f""></script>
<div class=""redcirclePlayer-3ee8e26f-2088-4000-bcb2-cd251f80b80f""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
What Your Prospects Are REALLY Buying,"Published on December 21, 2023 at 9:28 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/21427f24-d323-40bc-994d-a78056690d45,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/21427f24-d323-40bc-994d-a78056690d45/ep/21427f24-d323-40bc-994d-a78056690d45""></script>
<div class=""redcirclePlayer-21427f24-d323-40bc-994d-a78056690d45""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
5 Industries To Watch In 2020 And Beyond,"Published on December 21, 2023 at 9:25 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/5868c784-d64d-4160-91c9-9783c619944e,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/5868c784-d64d-4160-91c9-9783c619944e/ep/5868c784-d64d-4160-91c9-9783c619944e""></script>
<div class=""redcirclePlayer-5868c784-d64d-4160-91c9-9783c619944e""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
"Why Diversity, Equity And Inclusion Matters Even More So In Your Business Right Now","Published on December 21, 2023 at 9:22 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/5c2e80c5-9217-4458-a905-fea5b7bf18df,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/5c2e80c5-9217-4458-a905-fea5b7bf18df/ep/5c2e80c5-9217-4458-a905-fea5b7bf18df""></script>
<div class=""redcirclePlayer-5c2e80c5-9217-4458-a905-fea5b7bf18df""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
High or Low? The million dollar question of what to price to sell.,"Published on December 21, 2023 at 9:19 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/eecc3e9c-c99d-4fac-bced-e4b15d74f2dc,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/eecc3e9c-c99d-4fac-bced-e4b15d74f2dc/ep/eecc3e9c-c99d-4fac-bced-e4b15d74f2dc""></script>
<div class=""redcirclePlayer-eecc3e9c-c99d-4fac-bced-e4b15d74f2dc""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Why more leads won't solve your sales problem,"Published on December 21, 2023 at 9:15 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/561d17cc-f4d4-4867-a729-51807e2c23df,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/561d17cc-f4d4-4867-a729-51807e2c23df/ep/561d17cc-f4d4-4867-a729-51807e2c23df""></script>
<div class=""redcirclePlayer-561d17cc-f4d4-4867-a729-51807e2c23df""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
What I'd Do Differently Starting Over Again,"Published on December 21, 2023 at 9:12 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/1dbe0b06-6193-428d-854c-0b5706468150,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/1dbe0b06-6193-428d-854c-0b5706468150/ep/1dbe0b06-6193-428d-854c-0b5706468150""></script>
<div class=""redcirclePlayer-1dbe0b06-6193-428d-854c-0b5706468150""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Top 7 Lessons I Learned Since Starting My Business,"Published on December 21, 2023 at 9:10 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/804ec26d-fd2b-4631-9a9a-c01cb4b1d066,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/804ec26d-fd2b-4631-9a9a-c01cb4b1d066/ep/804ec26d-fd2b-4631-9a9a-c01cb4b1d066""></script>
<div class=""redcirclePlayer-804ec26d-fd2b-4631-9a9a-c01cb4b1d066""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Toughest Sale You Will Ever Make,"Published on December 21, 2023 at 9:03 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/fc338deb-10c8-4511-8707-1f46b5e74551,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/fc338deb-10c8-4511-8707-1f46b5e74551/ep/fc338deb-10c8-4511-8707-1f46b5e74551""></script>
<div class=""redcirclePlayer-fc338deb-10c8-4511-8707-1f46b5e74551""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Difference Between Persistent & Pushy,"Published on December 21, 2023 at 8:02 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/04dc4ce1-49fa-4a76-9394-ddf5aead0dd5,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/04dc4ce1-49fa-4a76-9394-ddf5aead0dd5/ep/04dc4ce1-49fa-4a76-9394-ddf5aead0dd5""></script>
<div class=""redcirclePlayer-04dc4ce1-49fa-4a76-9394-ddf5aead0dd5""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Two Essential Things You Need To Make Sales In Your Business,"Published on December 21, 2023 at 7:59 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/82720d67-95e1-45ac-8805-723fc2379e09,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/82720d67-95e1-45ac-8805-723fc2379e09/ep/82720d67-95e1-45ac-8805-723fc2379e09""></script>
<div class=""redcirclePlayer-82720d67-95e1-45ac-8805-723fc2379e09""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The 5 Biggest Mistakes Most People Make When Selling on Social Media,"Published on December 21, 2023 at 7:56 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/e68df1f1-2399-488f-bb41-8eab7422a0ab,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/e68df1f1-2399-488f-bb41-8eab7422a0ab/ep/e68df1f1-2399-488f-bb41-8eab7422a0ab""></script>
<div class=""redcirclePlayer-e68df1f1-2399-488f-bb41-8eab7422a0ab""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
